Row	Reel	Side	File	Start	End	Duration	NID	Title	DisType	TapeDuration	Genre	Sequence	Translation Available?	Include 3 transcriptions	Translation filename	Status	Using?	Comments	Prob?	TapeStart	TapeEnd	TapeLength	StartD	EndD			DurD	Ratio		Notes	translation and notes edited	gloss checked
105	3	2	6_3	17:48	19:55	02:07	97	The lion and the frog	fable	749-788	7	3	Y	Y	097_the_lion_and_the_frog.rtf 	Entered	y			749	788	39	1068.0	1195.0	x	97	127.0	0.31			y	y
106	4	1	7_1	00:03	02:07	02:04	98	Resurrection of a barking deer and fulfilment of a prophecy		007-023	9	6	Y	Y	098_resurrection_of_a_barking_deer_and_fulfillment_of_a_prophecy.rtf 	Entered	y	Cf. no. 73		7	23	16	3.0	127.0	x	98	124.0	0.13			y	y
107	4	1	7_1	02:13	03:09	00:56	99	The tiger in the tobacco pouch	anecdote	024-030	11	2		Y	099_the_tiger_in_the_tobacco-pouch.rtf	Entered	y	Published in "Lahu bilingual humor" in Acta Linguistica Hafniensia		24	30	6	133.0	189.0	x		56.0	0.11			y	y
108	4	1	7_1	03:09	03:37	00:28	100	Shan-Lahu anecdote		031-035				Y		Defer	n	Unfinished because of laughter; published in "Lahu bilingual humor" in Acta Linguistica Hafniensia		31	35	4	189.0	217.0	x		28.0	0.14				
109	4	1	7_1	03:38	04:39	01:01	101	Thanks for the non-curry		035-043	11	4	Y	Y	101_thanks_for_the_non-curry.rtf 	Entered	y	Published in "Lahu bilingual humor" in Acta Linguistica Hafniensia		35	43	8	218.0	279.0	x		61.0	0.13			y	y
110	4	1	7_1	04:41	05:54	01:13	102	The stupid son-in-law and the bonze		044-054	9	3	Y	Y	102_the_stupid_son_in_law_beats_a_benevolent_bonze.rtf 	Entered	y			44	54	10	281.0	354.0	x		73.0	0.14			y	y
111	4	1	7_1	05:55	06:53	00:58	103	The ferocious elephant		054-061	11	1	Y	Y	103_the_ferocious_elephant.rtf 	Entered	y	Published in "Lahu bilingual humor" in Acta Linguistica Hafniensia		54	61	7	355.0	413.0	x		58.0	0.12			y	y
112	4	1	7_1	06:53	08:11	01:18	104	Father-in-law's cold rice 		062-073	9	9	Y	Y	104_the_father_in_laws_cold_rice.rtf	Entered	y	Poorly told joke		62	73	11	413.0	491.0	x		78.0	0.14			y	y
113	4	1	7_1	08:15	09:17	01:02	105	Meat live in tree		073-081	11	5	Y	Y	105_meat_live_in_tree.rtf 	Entered	y	Published in "Lahu bilingual humor" in Acta Linguistica Hafniensia		73	81	8	495.0	557.0	x		62.0	0.13			y	y
114	4	1	7_1	09:17	10:27	01:10	106	Song:  ``Dawn breaks over the weary travellers''		082-091				Y	(missing)	Defer	n			82	91	9	557.0	627.0	x		70.0	0.13				
115	4	1	7_1	10:29	15:00	04:31	107a	Those peppers are really hot!	anecdote	092-204	11	8	Y	Y	107a_those_peppers_are_really_hot.rtf	Entered	y	Published in "Lahu bilingual humor" in Acta Linguistica Hafniensia; Yellow Lahu		92	204	112	629.0	900.0	x	#N/A	271.0	0.41			y	y
116	4	1	7_1	15:01	16:29	01:28	108	The son-in-law, the red ants, and the rice packet	story	131-144	9	4	Y	Y	108_stupid_son_in_law_the_red_ants_and_the_rice_packet.rtf 	Entered	y			131	144	13	901.0	989.0	x	108	88.0	0.15			y	y
117	4	1	7_1	16:30	18:00	01:30	109	The hornbills are munching hog-plums, but I'd rather catch fish		145-157	3	6		Y	109_the_hornbills_are_munching_hog-plums.rtf	Entered	y	Poorly told		145	157	12	990.0	1080.0	x		90.0	0.13				
118	4	1	7_1	18:03	19:52	01:49	110	The empty coconuts		159-174	11	3	Y	Y	110_the_empty_coconuts___the_lahu_and_the_shan_traders.rtf 	Entered	y	Published in "Lahu bilingual humor" in Acta Linguistica Hafniensia		159	174	15	1083.0	1192.0	x		109.0	0.14			y	y
119	10	2	7_2	00:00	02:37	02:37	111	Ananias came to grief		200-224	15	7	Y	Y	111_hymn_ananias_came_to_grief.rtf 	Entered	y			200	224	24	0.0	157.0	x		157.0	0.15			y	y
120	4	1	7_2	02:38	04:02	01:24	112	God keeps me company		225-237	15	8	Y	Y	112_god_keeps_me_company.rtf 	Entered	y			225	237	12	158.0	242.0	x		84.0	0.14			y	y
121	4	1	7_2	04:03	04:50	00:47	113	Let us dedicate our precious lives to the Lord		238-245	15	9	Y	Y	113_let_us_dedicate_our_precious_lives_to_the_lord.rtf 	Entered	y			238	245	7	243.0	290.0	x		47.0	0.15			y	y
122	4	1	7_2	04:51	08:17	03:26	114	The merchant and the widow's daughter	story	246-279	10	2		Y	114_the_merchant_and_the_widows_daughter.rtf	Entered	y	Cf. no. 33		246	279	33	291.0	497.0	x	114	206.0	0.16			y	y
123	4	1	7_2	08:18	17:10	08:52	115	Dividing a slaughtered pig fairly	discussion	280-370	5	11	Y	Y	115_dividing_a_slaughtered_pig_fairly.rtf 	Entered	y			280	370	90	498.0	1030.0	x	115	532.0	0.17			y	y
124	4	1	7_2	17:10	18:58	01:48	116	A liar ``kills'' a bear and a mountain goat	story	371-390	9	8	Y	Y	116_a_liar_kills_a_bear_and_a_mountain_goat.rtf 	Entered	y			371	390	19	1030.0	1138.0	x	116	107.0	0.18			y	y
125	4	1	7_2	18:58	20:02	01:05	117	Trapping a deer in a tree		390-401	9	7	Y	Y	117_trapping_a_deer_in_a_tree.rtf 	Entered	y		x	390	401	11	1138.0	1202.0	x	117	65.0	0.17			y	y
126	4	1	7_2	20:03	21:06	01:03	118	A Lahu sells wasp larvae to a Shan	anecdote	402-413						unused	n	Published in "Lahu bilingual humor" in Acta Linguistica Hafniensia (Ginny: pretty sure it's not...)		402	413	11	1203.0	1266.0	x		63.0	0.17				
127	4	1	7_2	21:07	22:36	01:29	119	A Lahu gives a Shan a good cursing	anecdote	413-428	11	6	Y	Y	119_a_lahu_gives_a_shan_a_good_cursing.rtf 	Entered	y	Published in "Lahu bilingual humor" in Acta Linguistica Hafniensia		413	428	15	1267.0	1356.0	x		89.0	0.17			y	y
128	4	1	7_3	00:00	02:49	02:49	120	The three lazy men and the princess (Version II)	story	438-470	8	7	Y	Y	120_the_three_lazy_men_and_the_princess.rtf	Entered	y	Same speaker, same story as no. 83		438	470	32	0.0	169.0	x	120	169.0	0.19			y	y
129	4	1	7_3	02:50	04:30	01:40	121	The smoker and the non-smoker dispute a pipe (Version II)		471-490	7	10	Y	Y	121_a_smoker_and_a_non_smoker_dispute_a_pipe.rtf 	Entered	y	Cf. no. 82a		471	490	19	170.0	270.0	x	121	100.0	0.19			y	y
130	4	1	7_3	04:31	15:41	11:10	122	Church service		491-636	16	6		Y	122_church_service.rtf	Entered	y			491	636	145	271.0	941.0	x	122	670.0	0.22				
131	4	1	8_1	00:00	14:17	14:17	123	The village headman	discussion	638-903	5	3	Y	Y	123_the_institution_of_the_village_headman.rtf 	Entered	y	Badly recorded from 835 to end; re-recorded by collector and chief informant (835-890)	x	638	903	265	0.0	857.0	x		857.0	0.31			y	y
132	4	2	8_2	00:00	16:37	16:37	124	Discussion of Lahu customs; hill life vs. life in the plains		009-147	5	1	Y	Y	124_discussion_of_lahu_customs.rtf 	Entered	y	Badly recorded (maybe this comment was a mistake?)		9	147	138	0.0	997.0	x		997.0	0.14			y	y
133	4	2	8_2	16:38	18:47	02:09	125	Headman's welcome to the New Rice Festival		148-167	16	5	Y	Y	125_headmans_welcome_to_the_new_rice_festival.rtf	Entered	y			148	167	19	998.0	1127.0	x	125	129.0	0.15			y	y
134	4	2	8_2	18:50	30:33	11:43	126	Playing ball and spinning the top at New Year's	playlets	167-276	5	15	Y	Y	126_playing_ball_at_new_rice_festival.rtf 	Entered	y	Poorly recorded		167	276	109	1130.0	1833.0	x		703.0	0.16			y	y
135	4	2	8_3	00:00	11:27	11:27	127	Founding a new village		292-412	5	6	Y	Y	127_founding_a_new_village.rtf 	Entered	y	Badly recorded, but included anyway		292	412	120	0.0	687.0	x		687.0	0.17			y	y
136	4	2	8_3	11:30	13:36	02:06	128	The widow and the head child	story	413-447	8	14	Y	Y	128_the_widow_and_her_head_child.rtf 	Entered	y			413	447	34	690.0	816.0	x	128	126.0	0.27			y	y
137	4	2	8_3	14:37	15:30	00:53	129	The boastful cock and the hawk	fable	447-458	7	2	Y	Y	129_the_boastful_cock_and_the_hawk.rtf 	Entered	y	PLB fable		447	458	11	877.0	930.0	x	129	53.0	0.21			y	y
138	4	2	8_3	15:35	16:05	00:30	130	Catching crabs with granny		459-464	4	4	Y	Y	130_hunting_crabs_with_granny.rtf 	Entered	y			459	464	5	935.0	965.0	x	130	30.0	0.17			y	
139	4	2	8_3	16:08	21:12	05:04	131	Harvesting rice and catching crabs: struggling to survive with lazy husbands	women's dialogue	465-525	4	3	Y	Y	131_struggling_to_survive_with_lazy_husbands_harvesting_rce__catching_crabs.rtf	Entered	y			465	525	60	968.0	1272.0	x	131	304.0	0.20			y	y
140	4	2	9_1	00:00	01:55	01:55	132	The snake and the widow's daughters (Version I)	story	526-550	8	15	Y	Y	132_the_widow_with_a_snake_for_a_son-in-law.rtf	Entered	y	See nos. 133 and 141a		526	550	24	0.0	115.0		132	115.0	0.21				
141	4	2	9_1	01:56	05:04	03:08	133	The snake and the widow's daughters (Version II)		551-592	8	16		Y	133_the_snake_and_the_widow_s_daughters.rtf 	Entered	y	Retold by Paul with Lahu fair copy; also cf. 141a		551	592	41	116.0	304.0	x		188.0	0.22			y	y
142	4	1	9_2	00:00	02:57	02:57	134	I long for thee, Jerusalem		008-031	15	10	Y	Y	134_i_long_for_thee__jerusalem.rtf 	Entered	y			8	31	23	0.0	177.0	x		177.0	0.13			y	y
143	4	1	9_2	02:58	09:42	06:44	135	I am the Way		032-090	16	11	Y	Y	135_sermon_i_am_the_way.rtf	Entered	y			32	90	58	178.0	582.0	x	135	404.0	0.14			y	y
144	4	1	9_2	09:44	13:37	03:53	137	Man escapes from the primeval gourd	myth	091-125	12	3	Y	Y	137_mans_primeval_gourd_goes_missing_and_god_looks_for_it.rtf 	Entered	y	Cf. no. 74		91	125	34	584.0	817.0	x	137	233.0	0.15			y	y
145	4	1	9_2	13:40	16:20	02:40	138	There the flowers do not wither		126-151	15	11		Y	138_hymn_there_the_flowers_do_not_wither.rtf	Entered	y			126	151	25	820.0	980.0	x		160.0	0.16			y	y
146	4	1	9_2	16:22	22:46	06:24	139	God struggles with the Titan	myth	151-213	12	1	Y	Y	139_god_struggles_with_the_titan.rtf 	Entered	y			151	213	62	982.0	1366.0	x	139	384.0	0.16			y	y
147	4	1	9_3	00:00	01:23	01:23	140	The pig and the dog (YL)		279-293	8	3		Y	140_the_pig_and_the_dog.rtf	Entered	y	Yellow Lahu		279	293	14	0.0	83.0	x		83.0	0.17			y	y
148	4	1	9_3	01:27	02:01	00:34	141	The flea and the louse (YL)		294-300	8	2		Y	141_the_flea_and_the_louse.rtf	Entered	y	Yellow Lahu		294	300	6	87.0	121.0	x		34.0	0.18			y	y
150	4	1	10_1	00:00	02:17	02:17	142	Folk medicine	monologue	519-549				Y		Defer	n	Red Lahu		519	549	30	0.0	137.0	x		137.0	0.22				
151	4	1	10_1	02:18	03:35	01:17	143	New Year's celebrations	monologue	550-568	5	13		Y		Defer	n	Red Lahu		550	568	18	138.0	215.0	x		77.0	0.23				
152	4	1	10_1	03:37	05:15	01:38	144	New Year's (cont'd)	monologue	569-593	5	14		Y		Defer	n	Red Lahu		569	593	24	217.0	315.0	x		98.0	0.24				
153	4	1	10_1	05:20	06:07	00:47	145	Cleaning up the village after New Year's	monologue	594-605				Y		Defer	n	Red Lahu		594	605	11	320.0	367.0	x		47.0	0.23				
154	4	1	10_1	06:13	07:00	00:47	146	Driving away the spirit of illness	monologue	607-618				Y		Defer	n	Red Lahu		607	618	11	373.0	420.0	x		47.0	0.23				
155	4	1	10_1	07:01	08:02	01:01	147	Getting married	monologue	619-635				Y		Defer	n	Red Lahu		619	635	16	421.0	482.0	x		61.0	0.26				
156	4	1	10_1	08:03	10:19	02:16	148	Building a house	monologue	636-649				Y		Defer	n	Red Lahu		636	649	13	483.0	619.0	x		136.0	0.10				
157	4	1	10_1	10:19	11:07	00:48	149	Things that I use	monologue	650-686	5	2		Y	149_things_that_i_use.rtf	Entered	y	Red Lahu (but converted to BL)		650	686	36	619.0	667.0	x		48.0	0.75				
158	4	1	10_1	11:08	11:56	00:48	150	Going fishing	monologue	687-700	4	1		Y	150_going_fishing.rtf	Entered	y	Red Lahu		687	700	13	668.0	716.0	x		48.0	0.27				
159	4	1	10_1	11:57	12:42	00:45	151	Going hunting	monologue	701-714	3	4		Y	151_going_hunting.rtf	Entered	y	Red Lahu		701	714	13	717.0	762.0	x		45.0	0.29			y	
160	4	1	10_1	12:43	14:04	01:21	152	Jews harp music		715-739				Y		Defer	n	Red Lahu		715	739	24	763.0	844.0	x		81.0	0.30				
161	4	1	10_1	14:05	15:49	01:44	153	Courtship songs		740-772				Y	(missing)	Defer	n	Red Lahu		740	772	32	845.0	949.0	x		104.0	0.31				
162	4	1	10_1	15:50	16:32	00:42	154	Courting a girl	monologue	773-788				Y		Defer	n	Red Lahu		773	788	15	950.0	992.0	x		42.0	0.36				
163	4	1	10_1	16:33	18:27	01:54	155	Love-songs		789-827				Y	(missing)	Defer	n	Red Lahu		789	827	38	993.0	1107.0	x		114.0	0.33				
164	4	1	10_1	18:30	20:32	02:02	156	Simple conversation		828-876	6	1		Y	156_simple_conversation.rtf	Entered	y	Red Lahu		828	876	48	1110.0	1232.0	x		122.0	0.39			y	y
166	5	2	10_2	01:41	46	00:49	157	I'm feeling sad	monologue	011-017	5	12	Y	Y	157_im_feeling_sad.rtf 	Entered	y	Red Lahu; chanting style		11	17	6	101.0	0.0	x		49.0	0.12			y	y
167	5	2	10_2	02:31	15:17	12:46	158	Problems of ``slash-and-burn'' agriculture		037-153	2	5	Y	Y	158_problems_of_slash_and_burn_agriculture.rtf 	Entered	y	From 128-148 singing is audible in the background		37	153	116	151.0	917.0	x	158	766.0	0.15			y	y
168	5	2	10_2	15:17	24:51	09:34	159	The Lahu agricultural cycle	discussion	154-240	2	1		Y	159_lahu_agricultural_cycle.rtf	Entered	y			154	240	86	917.0	1491.0	x		574.0	0.15			y	y
169	5	2	11_1	00:00	09:35	09:35	160	Six traditional love-songs		268-369	13	4		Y	160_six_traditional_lovesongs.rtf	Entered	y	Some in Yellow Lahu		268	369	101	0.0	575.0	x	160	575.0	0.18				
170	5	2	11_1	09:38	14:00	04:22	161	Fantastical hunting tales		371-424	3	7		Y	161_hunting_tales.rtf	Entered	y			371	424	53	578.0	840.0		161	262.0	0.20			y	y
171	5	2	11_2	00:06	02:14	02:08	162	The blind man, the cripple, and the turtles		424-450	8	12		Y	162_the_blind_man_the_cripple_and_the_turtles.rtf	Entered	y			424	450	26	6.0	134.0		162	128.0	0.20			y	y
172	5	2	11_2	02:18	07:10	04:52	163	The orphan and the magic frog	story	451-524	8	9		Y	163_the_orphan_and_the_magic_frog.rtf	Entered	y	Inaudible from 493 to 524		451	524	73	138.0	430.0		163	292.0	0.25			y	y
173	5	2	11_2	07:15	09:00	01:45	164	The blind man, the cripple, and the treasure trove		525-550	8	13		Y	164_the_blind_man_the_cripple_and_the_treasure_trove.rtf	Entered	y			525	550	25	435.0	540.0		164	105.0	0.24			y	y
174	5	2	11_3	00:16	04:07	03:51	165	The orphan's riddles and the traders	story	570-627	8	10	Y	Y	165_the_orphan_s_riddes_and_the_traders.rtf	Entered	y			570	627	57	16.0	247.0	x	165	231.0	0.25			y	y
175	5	2	11_3	04:10	10:51	06:41	166	The wicked older brother and the good younger brother	story	626-742	8	5	Y	Y	166_the_wicked_older_brother_and_the_good_younger_brother_.rtf 	Entered	y			626	742	116	250.0	651.0	x	166	401.0	0.29			y	y
176	5	2	11_3	10:57	12:08	01:11	167	Two modern love-songs		745-764	14	1		Y	167_two_modern_lovesongs.rtf	Entered	y			745	764	19	657.0	728.0	x	167	71.0	0.27			y	y
177	5	2	11_3	12:10	13:30	01:20	168	Jews harp music		768-793				Y		Defer	n			768	793	25	730.0	810.0	x		80.0	0.31				
178	5	2	11_3	13:35	14:21	00:46	169	Alas, we must part		797-811	14	2		Y	169_song_we_must_part.rtf	Entered	y			797	811	14	815.0	861.0	x	169	46.0	0.30			y	y
179	5	2	11_3	14:22	15:06	00:44	170	Jews harp music		813-827				Y		Defer	n			813	827	14	862.0	906.0	x		44.0	0.32				
180							200	Marriage prayers			12	10			200_marriage_prayers.rtf	Entered	y														y	y
181							201	Gratefully eating the new rice			12	9			201_eating_the_new_rice.rtf	Entered	y														y	y
182							202	Recalling a wandering soul			12	6			202_recalling_a_wandering_soul.rtf	Entered	y														y	y
183							203	Exorcising evil spirits			12	7			203_spirit_exorcism.rtf	Entered	y														y	y
184							204	Rite of divorce			12	11			204_rite_of_divorce.rtf	Entered	y														y	y
185							205	Funerary chants (I)			12	12			205_funerary_chants_i.rtf	Entered	y														y	y
186							206	Funerary chants (II)			12	13			206_funerary_chants_ii.rtf	Entered	y														y	y
187							207	Prayer for game			12	8			207_prayer_for_game.rtf	Entered	y														y	y
91	3	2	6_1	02:00	11:20	09:20	208	The recent disharmony in our village		026-102	16	9	Y	Y	208_gods_word_and_the_recent_disharmony_in_our_village.rtf 	Entered	y	A hymn is sung first		26	102	76	120.0	680.0	x		560.0	0.14			y	y
94	3	2	6_1	18:01	24:27	06:26	208b	The recent disharmony in our village (Part II)		164-224	16	11		Y	85b_continued_from_85a_Sermon_the_recent_disharmony_in_our_village.rtf	Entered	y			164	224	60	1081.0	1467.0	x	#N/A	386.0	0.16			y	y
189							209	FreÌ€re Jacques			14	6	Y	Y	209_frere_jacques.rtf	Entered	y														y	y
188							107b	The tiger is getting ripe			11	7			107b_the_tiger_is_getting_ripe.rtf	Entered	y														y	y
191							107c	Taking off his pants to have a smoke			11	10			107c_Taking_off__his_pants_to_have_a_smoke.rtf	Entered	y														y	y
190							107d	A sticky problem			11	9			107d_a_sticky_problem_that_parakeet_will_stick_at_nothing.rtf	Entered	y														y	y
149	4	1	9_3	02:04	15:58	13:54	141a	The widow with a snake for a son-in-law	story	301-469			Partial	Y		Defer	n	Only beginning is transcribed; same story as 133		301	469	168	124.0	958.0	x	#N/A	834.0	0.20				
165	5	2	10_2	00:00	01:40	01:40	156a	Continuation of No. 156		241-268				Y	(missing)	Defer	n	Red Lahu		241	268	27	0.0	100.0	x	#N/A	100.0	0.27				
33	1	2	2_3	21:25	26:54	05:29	33a	Hymn		605-689				Y	(missing)	Defer	n		x	605	689	84	1285.0	1614.0	x	#N/A	329.0	0.26				
47	4	1	3_3	00:10	00:42	00:32	46a	Welcome to Shatodo village		266-273	1	4	Y	Y	046a_welcome_to_shatodo_village.rtf 	Entered	y	First 10 seconds of audio are missing		266	273	7	10.0	42.0	x	46a	32.0	0.22			y	y
49	4	1	3_3	04:19	06:01	01:42	47a	When we go hunting		332-346	3	2		Y	047a_when_we_go_hunting_song.rtf	Entered	y		x	332	346	14	259.0	361.0	x		102.0	0.14			y	y
50	4	1	3_3	06:02	07:23	01:21	47b	Love-song		332-346				Y		Defer	n		x	332	346	14	362.0	443.0	x		81.0	0.17				
51	4	1	3_3	07:24	07:52	00:28	47c	Kachin song		348-352				Y			n	Sung by Matisoff		348	352	4	444.0	472.0	x		28.0	0.14				
82	7	2	5_2	01:01	03:44	02:43	77a	Wooing the maidens (Part II)		159-184	5	9	Y	Y	077a_wooing_the_maidens.rtf	Entered	y	Continuation of no. 70; not translated		159	184	25	61.0	224.0	x	77a	163.0	0.15			y	y
88	7	2	5_3	20:01	22:19	02:18	82	The smoker and the non-smoker dispute a pipe (Version I)	story	679-718	7	9	Y	Y	082a_the_smoker_and_the_non-smoker.rtf	Entered	y	No pauses from 81-83; cf. no. 121		679	718	39	1201.0	1339.0	x	82	138.0	0.28			y	y
93	3	2	6_1	13:23	18:00	04:37	86a	Hymn		122-164				Y	(missing)	Defer	n			122	164	42	803.0	1080.0	x		277.0	0.15				
																	n															